"FORMULARIO","PersNro","PersID","ViajeID","LugarEntrevista","TipoEntrevista","InfNum","Sexo","Edad","edad_recodif","CapDif","CapDifMot","CapDifMen","CapDifVis","CapDifAud","CapDifHabla","CapDifOtras","RelacionJefeHogar","PSH","NivelEstudio","PersonaCursando","NivelEstudioCursando","DescripciónEstCurs","AmbitoEstudio","LicenciaConducir","OcupacionPrincipal","Desc_ocuprinc","OtraActividad","Cual_act","Rel_trab","CategoríaLaboral","AmbitoTrabajo","Desc_ambtrab","IngresoPersona","Cantidad_Dinero","RangoIngresos","promedio_ingreso","IngresoTotal","realizo_viajes","CantidadViajes","Enfermedad","Vacaciones","No_Trabajó","No_dinero_viajar","Trabajó_casa","Fuera_área","No_hay_transporte","No_transporte_discapacitados","Calles_intransitables","Paro_huelga","Sin_clases","Mal_tiempo","No_necesidad_viajar","Otro_motivo","Desc_otromotiv","Cons_sis","Cons_restolíneas","Usuario_frecuente","Razón_no_viaja","Seguridad","Limpieza","Espacio","Trato_conductor","Forma_conducción","Frecuencia","Información_frecuencias","Tiempo_espera","Accesibilidad_Distancia","Seguridad_Paradas","Bienestar","FEX"
274,1,27401,2740104,"Hogar","Personal",1,"Mujer",26,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Trabajador especializado","Privado","            ","Si",1500,"97",97,1500,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",8,6,6,8,9,9,10,7,9,7,"No Pobre",45.2960443436634
274,2,27402,2740200,"Hogar","Persona no encuestada",1,"Varón",2,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
275,1,27501,2750104,"Hogar","Personal",1,"Varón",37,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1200,"97",97,1200,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Regulares","Sí","               ",6,3,3,1,1,3,1,98,5,5,"No Pobre",45.2960443436634
275,2,27502,2750204,"Hogar","Personal",2,"Mujer",34,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","98","No","no le gusta    ",98,98,98,98,98,98,98,98,98,98,"No Pobre",45.2960443436634
275,3,27503,2750300,"Hogar","Personal",3,"Mujer",64,"51-65","No","97","97","97","97","97","97","Otro pariente","No","Primario / EGB","No","97","            ","97","No","Jubilado","            ","No","          ","No corresponde responder","97","97","            ","Si",700,"97",97,700,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","98","98","No","no viaja       ",98,98,98,98,98,98,98,98,98,98,"No Pobre",45.2960443436634
275,4,27504,2750402,"Hogar","Persona no encuestada",1,"Mujer",12,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
275,5,27505,2750502,"Hogar","Persona no encuestada",1,"Mujer",10,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
275,6,27506,2750602,"Hogar","Persona no encuestada",1,"Varón",6,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
275,7,27507,2750700,"Hogar","Persona no encuestada",1,"Varón",0,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",45.2960443436634
276,1,27601,2760103,"Hogar","Personal",1,"Varón",26,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",1600,"97",97,1600,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",1,6,1,2,1,1,1,98,2,1,"No Pobre",28.6920903954802
276,2,27602,2760200,"Hogar","Personal",2,"Mujer",23,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Malo","Malas","Sí","               ",5,8,1,9,5,9,7,8,9,7,"No Pobre",28.6920903954802
276,3,27603,2760300,"Hogar","Persona no encuestada",2,"Varón",2,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",28.6920903954802
277,1,27701,2770103,"Hogar","Personal",1,"Mujer",37,"31-50","No","97","97","97","97","97","97","Jefe del hogar","No","Secundario / Polimodal","No","97","            ","97","Si","No trabajó pero mantiene empleo","            ","No corresponde responder","          ","Obrero / Empleado","97","Privado","            ","Si",500,"97",97,500,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","Malas","Sí","               ",5,3,3,5,5,3,3,98,9,2,"No Pobre",56.8056423611111
277,2,27702,2770202,"Hogar","Personal",2,"Varón",46,"31-50","No","97","97","97","97","97","97","Cónyugue","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",700,"97",97,700,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","Malas","Sí","               ",5,3,3,5,5,3,3,98,9,2,"No Pobre",56.8056423611111
277,3,27703,2770302,"Hogar","Persona no encuestada",2,"Varón",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",56.8056423611111
278,1,27801,2780100,"Hogar","Personal",1,"Mujer",39,"31-50","Sí","No","Sí","No","No","No","No","Jefe del hogar","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","Sí","No","No","No","No","No","No","No","No","No","No","            ","Bueno","Buenas","Sí","               ",7,3,4,10,10,1,1,1,1,1,"Pobre",56.8056423611111
278,2,27802,2780202,"Hogar","Personal",1,"Varón",40,"31-50","No","97","97","97","97","97","97","Cónyugue","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",600,"97",97,600,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",5,5,6,6,6,6,6,6,6,5,"Pobre",56.8056423611111
278,3,27803,2780302,"Hogar","Personal",1,"Mujer",11,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",56.8056423611111
278,4,27804,2780400,"Hogar","Persona no encuestada",1,"Mujer",10,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",56.8056423611111
278,5,27805,2780502,"Hogar","Persona no encuestada",1,"Varón",9,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",56.8056423611111
278,6,27806,2780602,"Hogar","Persona no encuestada",1,"Mujer",7,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",56.8056423611111
278,7,27807,2780700,"Hogar","Persona no encuestada",1,"Mujer",5,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","Sí","No","No","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",56.8056423611111
278,8,27808,2780800,"Hogar","Persona no encuestada",1,"Varón",3,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",56.8056423611111
278,9,27809,2780900,"Hogar","Persona no encuestada",1,"Varón",1,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",56.8056423611111
280,1,28001,2800104,"Hogar","Personal",1,"Varón",34,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","Si","Superior no universitario","            ","Estatal","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",2000,"97",97,2000,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","Regulares","Sí","               ",7,6,5,9,8,8,6,6,7,7,"No Pobre",56.8056423611111
280,2,28002,2800202,"Hogar","Personal",2,"Mujer",26,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","Malas","Sí","               ",6,6,5,9,8,8,6,6,7,8,"No Pobre",56.8056423611111
280,3,28003,2800302,"Hogar","Persona no encuestada",1,"Varón",8,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",56.8056423611111
280,4,28004,2800402,"Hogar","Persona no encuestada",1,"Mujer",4,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",56.8056423611111
280,5,28005,2800500,"Hogar","Persona no encuestada",1,"Varón",2,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",56.8056423611111
282,1,28201,2820102,"Hogar","Personal",2,"Varón",30,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",2400,"97",97,2400,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","No","no le gusta    ",5,8,7,7,5,9,8,7,7,5,"No Pobre",73.5383009121882
282,2,28202,2820204,"Hogar","Personal",2,"Mujer",30,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",1,6,1,8,3,5,5,6,5,1,"No Pobre",73.5383009121882
282,3,28203,2820302,"Hogar","Personal",2,"Varón",15,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",6,6,5,1,7,6,4,6,3,10,"No Pobre",73.5383009121882
282,4,28204,2820402,"Hogar","Personal",2,"Mujer",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.5383009121882
282,5,28205,2820502,"Hogar","Personal",2,"Varón",11,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.5383009121882
282,6,28206,2820602,"Hogar","Personal",2,"Mujer",7,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.5383009121882
282,7,28207,2820700,"Hogar","Personal",2,"Varón",3,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.5383009121882
284,1,28401,2840102,"Hogar","Personal",2,"Varón",36,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Sin estudios","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",2600,"97",97,2600,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","No","no es necesario",6,8,1,5,9,10,5,5,7,5,"No Pobre",73.5383009121882
284,2,28402,2840202,"Hogar","Personal",2,"Mujer",36,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",5,7,1,8,3,6,1,1,4,1,"No Pobre",73.5383009121882
284,3,28403,2840302,"Hogar","Personal",2,"Varón",12,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.5383009121882
285,1,28501,2850102,"Hogar","Personal",1,"Varón",42,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",2700,"97",97,2700,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","No","               ",7,6,1,5,8,9,4,6,10,5,"No Pobre",73.5383009121882
285,2,28502,2850200,"Hogar","Persona no encuestada",2,"Mujer",40,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Sin estudios","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","Regular","Buenas","Sí","               ",6,5,1,5,4,9,7,6,8,3,"No Pobre",73.5383009121882
285,3,28503,2850303,"Hogar","Persona no encuestada",2,"Mujer",22,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","Si","Secundario / polimodal","            ","Estatal","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",450,"97",97,450,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",2,1,1,1,3,4,1,3,5,3,"No Pobre",73.5383009121882
285,4,28504,2850402,"Hogar","Persona no encuestada",2,"Mujer",20,"19-30","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",180,"97",97,180,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Muy malas","Sí","               ",1,3,1,5,1,5,6,5,8,1,"No Pobre",73.5383009121882
285,5,28505,2850502,"Hogar","Persona no encuestada",2,"Mujer",16,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",880,"97",97,880,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",1,5,5,1,2,8,5,7,5,1,"No Pobre",73.5383009121882
285,6,28506,2850602,"Hogar","Persona no encuestada",2,"Mujer",14,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.5383009121882
285,7,28507,2850702,"Hogar","Persona no encuestada",2,"Varón",12,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",73.5383009121882
286,1,28601,2860100,"Hogar","Personal",2,"Varón",24,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Trabajador no especializado","Privado","            ","Si",300,"97",97,300,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","Bueno","Buenas","No","no le gusta    ",8,7,5,7,5,5,5,6,7,3,"Pobre",73.5383009121882
286,2,28602,2860200,"Hogar","Personal",2,"Mujer",23,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",540,"97",97,540,"No",97,"No","No","No","No","Sí","No","No","No","No","No","No","No","No","No","            ","Bueno","Buenas","Sí","               ",3,5,1,7,7,7,8,5,6,1,"Pobre",73.5383009121882
286,3,28603,2860300,"Hogar","Personal",2,"Varón",3,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",73.5383009121882
287,1,28701,2870106,"Hogar","Personal",1,"Varón",35,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","Si","Superior no universitario","            ","Privado","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",2400,"97",97,2400,"Si",6,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Buenas","No","viaja en moto  ",7,6,4,8,7,8,8,7,8,7,"No Pobre",63.0844288364697
287,2,28702,2870204,"Hogar","Persona no encuestada",1,"Mujer",5,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Privado","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",63.0844288364697
288,1,28801,2880100,"Hogar","Personal",1,"Mujer",24,"19-30","No","97","97","97","97","97","97","Cónyugue","Si","Sin estudios","Si","Universitario","            ","Estatal","No","Estudiante","            ","Si","Vendedor  ","Obrero / Empleado","97","Privado","            ","Si",500,"97",97,500,"No",97,"No","No","No","No","97","97","97","97","97","97","Sí","97","97","97","            ","Bueno","Buenas","Sí","               ",8,8,1,7,7,9,6,8,8,8,"Indigente",58.953000729505
291,1,29101,2910104,"Hogar","Personal",1,"Varón",57,"51-65","Sí","No","No","No","No","No","Sí","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Hogar / Familia","            ","Si",1200,"97",97,1200,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",4,4,4,5,5,3,1,3,6,5,"No Pobre",52.5230442809888
291,2,29102,2910202,"Hogar","Personal",2,"Mujer",54,"51-65","Sí","No","Sí","No","No","No","No","Cónyugue","No","Sin estudios","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",700,"97",97,700,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Buenas","Sí","               ",5,3,1,5,5,6,1,4,6,1,"No Pobre",52.5230442809888
292,1,29201,2920102,"Hogar","Personal",1,"Mujer",46,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Superior no universitario","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",780,"97",97,780,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","98","Sí","               ",1,1,1,6,6,10,5,3,7,1,"Pobre",52.5230442809888
292,3,29203,2920302,"Hogar","Persona no encuestada",3,"Varón",10,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","Si",140,"97",97,140,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"Pobre",52.5230442809888
293,1,29301,2930101,"Hogar","Personal",1,"Varón",26,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",1600,"97",97,1600,"Si",1,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Malas","Sí","               ",5,5,5,7,3,10,10,10,8,5,"No Pobre",52.5230442809888
293,2,29302,2930200,"Hogar","Personal",2,"Mujer",24,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Bueno","Buenas","Sí","               ",10,8,9,5,5,8,10,10,10,9,"No Pobre",52.5230442809888
293,3,29303,2930302,"Hogar","Personal",3,"Varón",13,"13-18","No","97","97","97","97","97","97","Pensionista","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","Si",140,"97",97,140,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.5230442809888
294,1,29401,2940102,"Hogar","Personal",1,"Mujer",29,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",1520,"97",97,1520,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Malas","Sí","               ",8,8,8,9,9,6,1,7,7,1,"No Pobre",52.5230442809888
294,2,29402,2940202,"Hogar","Persona no encuestada",1,"Mujer",7,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Privado","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.5230442809888
